"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"Zeke Beauchamp"	"dudes"	7	"C"	5	"S"	4	0	0	0	3	"no"		"texas rangers"	"Shootout: Zeke gets a +2 Bullet bonus if there is a Terror in the opposing posse."
"Joe Larson"	"dudes"	7	"C"	2	"S"	2	0	0	0	0	"yes"		"texas rangers"	"Non-Unique"
"Rails Richardson"	"dudes"	7	"R"	4	"S"	3	0	0	0	2	"no"		"texas rangers"	"Noon: Move Rails and one other of your dudes at his location from one strike to another. This does not boot Rails or your other dude."
"Robert Northrop"	"dudes"	7	"R"	7	"S"	6	2	0	1	0	"no"		"sweetrock"	"Experienced. HarrowedAny strike where Northrop is present produces double its normal ghost rock when Northrop is unbooted.Reaction: Boot Northrop and move him to a strike that has just been aced. The strike is no longer aced."
"Raymond Armstrong"	"dudes"	7	"C"	9	"S"	5	0	0	1	3	"no"		"the agency"	
"Cheyenne Bottoms"	"dudes"	7	"C"	10	"S"	4	0	0	0	1	"no"		"drifter"	"Noon: Boot Bottoms and discard any number of cards. Bottoms loses one value for each card as it is discarded. Bottoms is aced if his value is ever an ace (or lower)."
"Father Juan Navarro"	"dudes"	7	"R"	3	"S"	4	0	0	2	0	"no"		"blackjacks"	"Experienced. Blessed: 1Father Juan may not boot to perform the Blackjack Outfit's ability. Hexes and Spirits cannot target Father Juan."
"Chester Nero"	"dudes"	8	"C"	4	"S"	4	1	0	1	2	"no"		"maze rats"	"Harrowed"
"William Olson"	"dudes"	8	"C"	2	"S"	3	0	0	0	0	"yes"		"law dogs"	"Town BailiffThe Bailiff gets a +2 Bullet bonus while in a Shootout against one or more Wanted dudes. The Bailiff gets a +2 Influence bonus while he is at the Courthouse or Jail."
"Josef Nicolai Rocescu"	"dudes"	8	"R"	6	"S"	4	0	0	2	0	"yes"		"the agency"	"Shootout: If Rocescu has no weapons and there is an abomination in the opposing posse, Josef gains +4 bullets for the rest of this Shootout."
"Benjamin Dean"	"dudes"	8	"R"	3	"S"	2	1	0	2	0	"no"		"the agency"	"Shootout: Target a Terror in this Shootout. If that Terror is aced during the Shootout, the Fear Level is reduced by one (minimum one)."
"The Ghost"	"dudes"	8	"D"	"K"	"S"	10	2	0	3	2	"yes"		"the agency"	"HarrowedReaction: Cancel any one action immediately after it targets the Ghost (including calling him out), but before it is resolved."
"Gus Gallagher"	"dudes"	8	"C"	7	"S"	5	1	0	0	1	"no"		"the agency"	"Noon: Move Gallagher and one other of your dudes at his location to any other location. This does not boot Gallagher or your other dude, but they must be unbooted to perform this action."
"Sister Mary Jebediah"	"dudes"	8	"C"	4	"S"	3	0	0	1	0	"yes"		"the agency"	"Blessed: 1. Terrors cannot target Sister Mary with actions."
"Tombstone Frank"	"dudes"	8	"C"	6	"S"	4	1	0	0	1	"yes"		"texas rangers"	"Harrowed. Frank cannot be aced in a Shootout unless your hand is beaten by at least 3 ranks."
"Will O' The Wisp"	"dudes"	8	"C"	7	"S"	1	0	0	0	0	"no"		"drifter"	"Abomination. Non-Unique. The Wisp cannot move to locations in town.Noon: Move the Will o' the Wisp to a strike. This does not Boot the Wisp.Noon: Boot one dude at this location."
"Avarice"	"dudes"	8	"R"	4	"S"	2	3	0	2	0	"no"		"the flock"	"Any location with Avarice in it has its printed ghost rock production doubled.Noon: Boot Avarice to get any strike from your deck. Show it to the other players and place it in your hand. Shuffle your deck. Discard a card from your hand."
"Captain Sim Yut-San"	"dudes"	8	"R"	"K"	"S"	9	2	0	3	3	"yes"		"maze rats"	"ExperiencedNoon: Boot Captain Sim and reduce his Influence to zero to reduce the Influence of any dude in play to zero. These reductions last until the end of the turn."
"Nash Bilton"	"dudes"	8	"R"	10	"S"	8	2	0	2	3	"no"		"drifter"	"Experienced. Nash will not call out a Sweetrock dude.Noon: Boot Nash to call out one dude at an adjacent location. The Shootout will take place in Nash's location - the target moves to this location."
"Erik Zarkov"	"dudes"	8	"R"	9	"S"	5	1	0	2	1	"no"		"collegium"	"Experienced. Mad Scientist: 2Do not pull when Zarkov is creating a Weapon Gadget. The Gadget automatically works."
"Philip Blackmoor"	"dudes"	8	"C"	6	"S"	3	1	0	0	0	"no"		"sweetrock"	"Noon Pull: Boot Blackmoor at a strike. If the pull is higher than the value of the strike, the production of this strike is permanently increased by one."
"Cort Williams"	"dudes"	8	"C"	"J"	"S"	7	1	0	1	2	"yes"		"the agency"	"Terrors in the same location as Williams have their influence reduced to zero.Shootout: Ace a Terror in this Shootout."
"Johnny Quaid"	"dudes"	8	"R"	5	"S"	4	0	0	0	2	"yes"		"the agency"	"Sweetrock dudes may not call out Quaid."
"Pox Walker"	"dudes"	9	"C"	8	"S"	6	2	0	0	3	"no"		"drifter"	"Abomination. Non-UniqueNoon: One dude in this location has his value reduced by three permanently. If this reduces the dude's value below one, the dude is aced."
"Skin Shifter"	"dudes"	9	"C"	6	"S"	4	1	0	0	0	"yes"		"drifter"	"Abomination. Non-UniqueReaction: When a dude is sent to Boot Hill from this location, the Skin Shifter can copy the Influence, Bullet Rating, or one action printed on that dude until after nightfall next turn."
"Gluttony"	"dudes"	9	"R"	2	"S"	1	1	0	1	0	"no"		"the flock"	"All Goods being attached to Gluttony have their costs reduced by two.Goods cannot be moved off of Gluttony without a card effect."
"Barthalomew Prospectus"	"dudes"	9	"R"	7	"S"	5	0	0	2	0	"no"		"texas rangers"	"Mad Scientist: 2Reaction: Boot Barhalomew immediately after you perform a noon action. You may perform another one immediately."
"Elijah"	"dudes"	9	"D"	"K"	"S"	9	1	0	3	0	"yes"		"the flock"	"Blessed: 4. Abominations cannot call out Elijah."
"Flam"	"dudes"	9	"C"	10	"S"	7	1	0	0	3	"yes"		"the flock"	"Abomination. No GoodsShootout: Join a posse that contains Elijah. You may send Elijah home, booted."
"Mr. Slate"	"dudes"	9	"C"	"Q"	"S"	8	1	0	0	4	"yes"		"the agency"	
"Mordecai Whateley"	"dudes"	9	"R"	6	"S"	6	2	0	1	0	"no"		"whateleys"	"Huckster: 1. You may not attach a weapon to Mordecai.Noon: Boot Mordecai and pay 3 ghost rock. Search your deck (but not discard pile) for any one hex. Show the hex to the other players and place it in your hand. Shuffle your deck. Discard one card from your hand."
"Pride"	"dudes"	9	"C"	7	"S"	6	2	0	2	2	"yes"		"the flock"	"Pride will not leave a Shootout without a card effect."
"Idleness"	"dudes"	9	"R"	3	"S"	0	1	0	0	1	"no"		"the flock"	"Non-UniqueBlessed: 1"
"Lechery"	"dudes"	9	"C"	5	"S"	4	0	0	1	1	"no"		"the flock"	"Blessed: 1"
"Black Jack"	"dudes"	9	"R"	"K"	"S"	10	3	0	3	5	"yes"		"blackjacks"	"Experienced. Black Jack is always Wanted, and cannot become un-Wanted. You always get to perform the first Shootout action when Black Jack is in your posse, continuing to the player on your left."
"Flim"	"dudes"	9	"C"	9	"S"	4	3	0	0	3	"yes"		"the flock"	"Abomination. No Goods. Flim has no upkeep when he is adjacent to Elijah.Shootout: Ace any one dude in the opposing posse with a value lower than Flim's bullet rating."
"Wrath"	"dudes"	9	"R"	"J"	"S"	7	2	0	2	5	"no"		"the flock"	"Reaction: Cancel any one Shootout action card played during a Shootout with Wrath in the Shootout."
"J.P. Coleman"	"dudes"	9	"R"	"J"	"S"	8	3	0	2	3	"yes"		"texas rangers"	"Harrowed. Experienced. The Former SherrifReaction: When J.P. is aced in a Shootout, target one dude in the opposing posse. Until the end of the game, while J.P. faces that dude in a Shootout, he gains a +1 Bullet bonus (cumulative)."
"SUZY 309"	"dudes"	9	"R"	"Q"	"S"	3	1	0	1	2	"yes"		"collegium"	"Gadget Dude Difficulty: 8SUZY cannot begin the game in play. To bring SUZY into play, you must make a skill Pull as if SUZY were a Gadget being attached to one of your Mad Scientists. SUZY enters play in the Scientist's location."
"Camille Sinclair"	"dudes"	9	"C"	3	"S"	3	0	0	1	1	"yes"		"texas rangers"	"Shootout: Camile gets a +1 bullet if there is a Terror in the opposing posse."
"Meredith Singleton"	"dudes"	"1&2"	"R2"	8	"S"	4	0	0	2	0	"no"		"collegium"	"Noon: Boot Meredith to boot any non-Terror dude at the same location. (Anyone will listen to Meredith speak...)"
"Jessie Freemont"	"dudes"	"1&2"	"C2"	3	"S"	2	0	0	0	2	"no"		"drifter"	"Non-UniqueJessie will not call out a Law Dog."
"Cassidy Greene"	"dudes"	"1&2"	"C2"	2	"S"	2	0	0	1	0	"no"		"drifter"	"Non-UniqueIf you control a saloon, you may bring Cassidy into play for free at the saloon.Noon: Give a +1 Bullet bonus until the end of the turn to any other dude at the same deed as Cassidy. The Dude keeps the bonus even if he or she moves."
"Hector Casparo"	"dudes"	"1&2"	"C1"	3	"S"	2	0	0	0	1	"no"		"law dogs"	"Non-UniqueReaction: After Draw hands are revealed, you can discard a card from your Draw hand and redraw one card when Casparo is gambling (as a result of a card effect) or in a Shootout."
"Sandra Harris"	"dudes"	"1&2"	"C1"	2	"S"	3	0	0	2	0	"no"		"sweetrock"	"Noon: Look at a random card in an another Player's Play Hand."
"Cletus Peacock"	"dudes"	"1&2"	"C1"	4	"S"	3	0	0	0	1	"no"		"blackjacks"	"Non-UniqueCletus gains a +2 Bullet bonus for that Shootout when he calls someone out."
"J.P. Coleman"	"dudes"	"1&2"	"D"	"Q"	"S"	10	3	0	4	3	"yes"		"law dogs"	"The Town SheriffColeman costs five less ghost rock to enter play from your Play Hand or for upkeep if the Fear Level is higher then 5."
"Benny Hibbs"	"dudes"	"1&2"	"C2"	6	"S"	2	1	0	1	0	"no"		"drifter"	"Non-UniqueMad Scientist: 0Reaction: Boot Benny to reduce the cost of a Gadget by two as it is being brought into play."
"Erik Zarkov"	"dudes"	"1&2"	"R"	9	"S"	4	0	0	1	0	"no"		"collegium"	"Mad Scientist: 1Shootout Pull: If the pull is a Club, Zarkov is aced. Otherwise, one weapon Gadget Zarkov carries gets a 3 Bullet bonus for this Shootout."
"Nate Hunter"	"dudes"	"1&2"	"R"	"J"	"S"	7	1	0	2	5	"no"		"law dogs"	
"Nash Bilton"	"dudes"	"1&2"	"R"	10	"S"	8	2	0	1	3	"yes"		"law dogs"	"Noon: Nash calls out one dude at this location. He may perform this action while booted."
"Rachel Sumner"	"dudes"	"1&2"	"R"	"Q"	"S"	8	2	0	2	3	"yes"		"blackjacks"	
"Oswald Hardinger"	"dudes"	"1&2"	"D"	"K"	"S"	9	1	0	3	1	"no"		"collegium"	"Mad Scientist: 4Reaction: Boot Oswald as a Gadget is producing an action to cancel the action.Shootout: Boot Oswald to reduce a weapon Gadget's bonus to zero. Only affects weapons in a Shootout Oswald is in."
"Humphrey Walters"	"dudes"	"1&2"	"R2"	2	"S"	6	1	0	3	0	"no"		"drifter"	"Town Founder. LycanthropeShootout Pull: You can use this ability once per shootout. If the pull is red, put the Werewolf into play unbooted and under your control from your hand in place of Humphrey and put Humphrey into your play hand. Humphrey and the Werewolf are different Dudes for uniqueness purposes. All attached cards are discarded. If a Full Moon has occurred this turn, this pull is automatically red."
"Marcus Perriwinkle"	"dudes"	"1&2"	"C1"	4	"S"	3	1	0	0	0	"no"		"collegium"	"Non-UniqueMad Scientist: 0Gadgets being attached to Marcus have their ghost rock cost reduced by two."
"Lilith Vandekamp"	"dudes"	"1&2"	"R2"	5	"S"	4	1	0	2	0	"no"		"drifter"	"Noon: Boot Lilith to gain 2 ghost rock if she is in a saloon or brothel."
"Eddie Bellows"	"dudes"	"1&2"	"R2"	7	"S"	3	0	0	0	1	"no"		"blackjacks"	"Eddie can never have a Bullet Rating higher than two.Shootout: Boot Eddie to look at the Play Hand of an opponent who has dudes at this Shootout."
"Victor Navarro"	"dudes"	"1&2"	"C1"	"A"	"S"	2	0	0	0	1	"no"		"blackjacks"	"Reaction: Boot Victor to join any Shootout immediately after Draw Hands are shown if anyone in your gang is in the Shootout."
"Clell Miller"	"dudes"	"1&2"	"C2"	6	"S"	4	1	0	1	1	"no"		"drifter"	"Non-UniqueClell Miller gains a permanent +1 Bullet bonus each time his posse aces another dude with a higher Bullet Rating in a Shootout."
"Cordelia ""Corky"" Hendricks"	"dudes"	"1&2"	"C1"	8	"S"	4	0	0	1	2	"no"		"law dogs"	"Shootout Pull: If the pull is red, Corky gets a +2 Bullet bonus for this Shootout. If it's black, she gets a -1 Bullet penalty (minimum zero) for this Shootout. Corky can do this action once per Shootout."
"Charlie Landers"	"dudes"	"1&2"	"C1"	"A"	"S"	1	0	0	1	0	"no"		"drifter"	"Charlie Landers may not be called out. Charlie cannot move to a location you do not control.Noon: Boot Charlie when in a saloon to dispense free drinks, resulting in a -1 Bullet penalty (minimum zero) until nightfall, for all other dudes in the same saloon as Charlie."
"Robert Holmes"	"dudes"	"1&2"	"C1"	2	"S"	2	0	0	0	1	"no"		"collegium"	"Non-UniqueNoon: Boot Holmes to retrieve any Gadget you control from any Boot Hill and shuffle it into your deck."
"Deputy John Templeton"	"dudes"	"1&2"	"R2"	7	"S"	3	2	0	1	2	"yes"		"law dogs"	"Templeton gets a +2 Bullet bonus while anyone in an opposing posse in a shootout has a lower value."
"Spike Dougan"	"dudes"	"1&2"	"R"	9	"S"	5	0	0	1	3	"no"		"blackjacks"	
"Arizona Jane"	"dudes"	"1&2"	"R2"	4	"S"	5	1	0	0	3	"no"		"drifter"	"Non-UniqueNoon: Boot Jane to move her to a location you own but do not control. Jane then calls out one dude at that location."
"Hangin' Judge Gabriel"	"dudes"	"1&2"	"R2"	10	"S"	8	2	0	3	1	"no"		"drifter"	"No warrants or bounties may be issued for Gabriel. Gabriel cannot be Wanted.Noon: Boot to ace any Wanted dude if Gabriel is in the same location or adjacent. Ace Gabriel after he ""claims"" a Wanted dude."
"Mick Caples"	"dudes"	"1&2"	"C1"	5	"S"	4	0	0	1	1	"no"		"sweetrock"	"Non-UniqueReaction: When you put a strike into play, boot Mick and Pull: If it is a face card, the strike's production increases by one. If it is a Joker, the strike's production increases by 2."
"Silas Peacock"	"dudes"	"1&2"	"C1"	4	"S"	3	0	0	1	1	"no"		"whateleys"	
"Lucky Ted"	"dudes"	"1&2"	"C2"	3	"S"	2	0	0	0	1	"no"		"drifter"	"Non-UniqueReaction: If Ted is in the same posse as a dude about to be aced, you may ace Ted, instead."
"Tao Cheng (""T.C."")"	"dudes"	"1&2"	"C1"	4	"S"	4	0	0	0	0	"yes"		"law dogs"	"Shootout: T.C. gets a +2 Bullet bonus in a Shootout if none of the opponents is carrying a weapon."
"Vampiric Dance Hall Girl"	"dudes"	"1&2"	"R2"	"J"	"S"	7	1	0	1	1	"yes"		"drifter"	"AbominationFor each dude that is aced at the same location, she gains +1 Bullet until after nightfall."
"Father Juan Navarro"	"dudes"	"1&2"	"C1"	3	"S"	2	0	0	1	0	"no"		"blackjacks"	"Father Juan may not boot to perform the Blackjack Outfit's ability.Shootout: Boot Father Juan to withdraw him from any Shootout. He returns home."
"Fineas von Landingham"	"dudes"	"1&2"	"R"	6	"S"	4	1	0	1	0	"no"		"collegium"	"Mad Scientist: 0Noon: Boot von Landingham to gain 2 ghost rock, brought in by airship from a secret mine in the Badlands."
"Bob Bidwell"	"dudes"	"1&2"	"C2"	3	"S"	1	0	0	0	1	"no"		"drifter"	"Non-Unique"
"Black Jack"	"dudes"	"1&2"	"D"	"K"	"S"	11	3	0	4	5	"yes"		"blackjacks"	"Black Jack is always Wanted."
"Prof. Susan Franklin"	"dudes"	"1&2"	"C1"	7	"S"	3	1	0	0	0	"no"		"collegium"	"Mad Scientist: 0"
"Natalie Sherman"	"dudes"	"Ash"	"U"	3		5	1		1	0	"no"		"blackjacks"	"Reaction: Boot Natalie Sherman to target another player immediately before the Upkeep phase. You may reduce that player's outfit production by 1 or increase your outfit production by 1, until after Nightfall."
"Wendigo Garrison"	"dudes"	"Ash"	"R"	6		7	1		1	2	"yes"		"blackjacks"	"Experienced Reaction: When you reveal an illegal draw hand. Wendigo gains a +2 Bullet bonus and a +2 Influence bonus until after Nightfall."
"Dustin Halloway"	"dudes"	"Ash"	"U"	"A"		4	1		1	1	"yes"		"drifter"	"Reaction: Immediately after Dustin Halloway enters play, he joins your outfit until he leaves play."
"Juliet ""Jewel"" Sumner"	"dudes"	"Ash"	"R"	6		5	1		0	3	"no"		"drifter"	"Juliet gains a +1 Bullet bonus, a +1 Influence bonus, and is a Stud while at the same location as Rachel Sumner."
"Nadia Krasnova"	"dudes"	"Ash"	"C"	"A"		2	0		0	0	"no"		"sweetrock"	"Reaction: Boot Nadia when you reshuffle your discard pile to restock your deck. Nadia Krasnova gains a +1 Bullet bonus and a +1 Influence bonus, permanently. You may perform this action up to 3 times per game."
"Reverend C.A. Johnson"	"dudes"	"Ash"	"C"	3		4	0		1	1	"no"		"drifter"	"Blessed: 1"
"Megan Mallory"	"dudes"	"Ash"	"U"	2		4	0		0	1	"no"		"lost angels"	"Blessed: 0 Reaction: Immediately before Nightfall, target another player's Dude at this location. Megan Mallory calls out the Dude. Dudes in adjacent locations may not boot to join either posse."
"Barthalomew Prospectus"	"dudes"	"Ash"	"R"	7		7	2		3	0	"no"		"texas rangers"	"Experienced. Mad Scientist: 2 Reaction: Boot Barthalomew immediately before the Nightfall phase. You may perform one additional Noon action. You may not use this action to put a Deed into play."
"Flesh Mob"	"dudes"	"Ash"	"R"	5		3	1		0	3	"no"		"drifter"	"Abomination. Harrowed Noon: Move Flesh Mob to the Town Square."
"Isaiah ""Holdout"" Curwen"	"dudes"	"Ash"	"U"	10		6	1		1	4	"no"		"texas rangers"	"Shootout: Until the end of the shootout, Isaiah becomes a Stud but has a -2 Bullet penalty (minimum 0)."
"Brigadier-General Patterson"	"dudes"	"Ash"	"F"	"J"		10	3		4	2	"yes"		"texas rangers"	"Noon Pull: Boot Patterson and pay 5 ghost rock to target one of your dudes in Boot Hill that was previously in play. If the pull is less than the dude's value, return the dude to your Home, booted. The Dude gains the harrowed trait, permanently."
"Gandy Dancer"	"dudes"	"Ash"	"C"	"A"		1	0		0	0	"no"		"maze rats"	"Non-Unique Maze Rats players may have any number of Gandy Dancers in play. Card memory does not apply to Gandy Dancer."
"Far-Away Fred"	"dudes"	"Ash"	"U"	6		6	1		1	2	"no"		"texas rangers"	"Harrowed Shootout: Move one of your other Texas Rangers to this location. The Ranger joins this posse."
"Santana Tate"	"dudes"	"Ash"	"R"	2		5	1		2	3	"no"		"drifter"	"Santana Tate's Influence is reduced to 0 while he is at an in-town location. Noon: Move this Dude from one out of town location to another."
"Town Drunk"	"dudes"	"Ash"	"C"	"A"		2	0		0	0	"no"		"drifter"	"Non-Unique Noon: Target a Dude at this location. The Dude has a -1 Influence penalty until after Nightfall."
"Alastor The Executioner"	"dudes"	"Ash"	"R"	"Q"		7	1		1	2	"yes"		"lost angels"	"Shootout: Use when your posse contains one of your Blessed Dudes. Alastor moves to the shootout's location (if necessary) and joins your posse."
"Quon Lin"	"dudes"	"Ash"	"U"	8		3	0		0	0	"yes"		"maze rats"	"Shootout: Quon Lin gains a +1 Bullet bonus for each ready Weapon in the opposing posse."
"Hangin' Judge"	"dudes"	"Ash"	"R"	"Q"							"yes"		"drifter"	
"Sergeant Sean Slade"	"dudes"	"Ash"	"C"	8		3	1		0	1	"yes"		"texas rangers"	"Harrowed"
"Mad Wolf Striding"	"dudes"	"Ash"	"U"	9		8	2		2	2	"no"		"sioux union"	"Shaman: 1. Mad Wolf Striding may only attach a number of Spirits up to twice his Shaman skill. Reaction: When you attach a Spirit to Mad Wolf Striding, you may draw a card from your deck."
"Adrian Townsend"	"dudes"	"Ash"	"U"	4		4	0		1	1	"no"		"sweetrock"	"Reaction: Pay 1 ghost rock immediately after Adrian becomes Wanted. Adrian Townsend becomes un-Wanted."
"Max Baine"	"dudes"	"Ash"	"F"	"Q"		8	2		3	2	"no"		"sweetrock"	"Experienced 2 All other Sweetrock Dudes gain a +1 Bullet bonus, a +1 Influence bonus, and increase their value by 4 (maximum King), while at Max's location."
"Joseph Moon"	"dudes"	"Ash"	"U"	9		4	1		2	2	"no"		"drifter"	
"Weeping Crow"	"dudes"	"Ash"	"C"	"A"		3	0		1	0	"no"		"sioux union"	"Shaman: 0 Noon: Weeping Crow's value is a King until after Nightfall."
"Thedrick Whateley"	"dudes"	"Ash"	"C"	5		4	0		1	0	"no"		"whateleys"	"Harrowed. Huckster: 0"
"Scott Pierce"	"dudes"	"Ash"	"U"	5		6	1		3	0	"no"		"sweetrock"	"Noon: Target a Dude in this loccation. Give the Dude either a +1 Influence bonus or a -1 Influence penalty until after Nightfall."
"Deputy Dave Montreal"	"dudes"	"Ash"	"R"	8		7	1		1	2	"yes"		"law dogs"	"Experienced Callouts from Deputy Dave may not be refused unless he is Wanted. Reaction: After a shootout ends in which Dave participated and an opposing Dude was aced, Dave gains a permanent +1 Influence bonus."
"Billy Iron Horse"	"dudes"	"Ash"	"R"	7		6	0		2	1	"no"		"sioux union"	"Experienced Noon: Move Billy from one out-of-town Deed to another. Noon: Move Billy from one out-of-town Deed to another."
"Maurice Foster"	"dudes"	"Ash"	"C"	4		4	0		2	0	"no"		"drifter"	"Mad Scientist: 0"
"Jacynth Ambrose"	"dudes"	"Ash"	"C"	4		3	0		0	0	"no"		"collegium"	"Your Mad Scientists in this location have a +1 bonus to their Mad Scientist Skill."
"Rhett Caufield"	"dudes"	"Ash"	"C"	3		3	0		0	1	"no"		"blackjacks"	"Noon: Boot Rhett Caufield while he is at a location in another player's street to take 1 ghost rock from that player."
"Jesse Radcliffe"	"dudes"	"Ash"	"U"	10		5	0		2	1	"yes"		"law dogs"	
"Cort Williams"	"dudes"	"Ash"	"F"	"K"		9	3		3	4	"yes"		"the agency"	"Experienced Dudes with a lower Bullet rating than Cort may not call out any of your other Dudes at this or an adjacent location."
"Enrique Alonso"	"dudes"	"Ash"	"C"	3		3	0		0	"*"	"no"		"lost angels"	"Blessed: 0 Enrique Alonso's Bullet rating is equal to his Blessed skill."
"Cynthia Kingston"	"dudes"	"Ash"	"U"	9		7	1		3	0	"no"		"collegium"	"Mad Scientist: 0 Noon: Boot Cynthia Kingston to target a skilled Dude at this location. The Dude may not use any skills until after Nightfall."
"Army Of The Dead"	"dudes"	"Ash"	"C"	2		1	1		0	1	"no"		"drifter"	"Harrowed Army of the Dead may not be targeted by Harrowed Ability cards."
"Astoreth Whateley"	"dudes"	"Ash"	"U"	7		3	0		1	1	"no"		"whateleys"	"Reaction: Boot Astoreth when you bring an Abomination into play from your Play hand. The ghost rock cost of the Abomination is reduced by Astoreth's Influence. Reaction: Boot Astoreth at the beginning of the Upkeep phase and target one of your Abominations. The Upkeep cost of the Abomination is reduced by Astoreth's Influence."
"Lucifer Whateley"	"dudes"	"Ash"	"R"	"J"		10	3		3	3	"yes"		"whateleys"	"Experienced. Abomination. Huckster X Lucifer's Huckster rating is equal to the number of Hucksters you control in play."
"Erik Zarkov"	"dudes"	"Ash"	"R"	"J"		10	2		3	1	"no"		"collegium"	"Experienced 2. Mad Scientist: 3 Reaction: Pay 1 ghost rock immediately before Zarkov attempts to create a Gadget Weapon. If successful, the Weapon gains a permanent +1 Bullet bonus. Reaction: Pay 2 ghost rock immediately before Zarkov attempts to create a Gadget Weapon. If successful, while the Weapon is attached to a Dude, that Dude is a Stud."
"Chupacabra"	"dudes"	"Ash"	"R"	2		4	1		0	1	"no"		"drifter"	"Abomination. Chupacabra's value cannot be changed except with the ability below. Reaction: When another player's Dude goes to Boot Hill from this location, increase Chupacabra's value by 1, permanently (maximum King). This can be used once per Dude aced at this location. Noon: Target a Dude at this location. If the Fear level and Chupacabra's value are both greater than the Dude's value, ace the Dude."
"Melissa Thomas"	"dudes"	"Ash"	"R"	8							"yes"		"drifter"	
"Delilah Darby-Scorne"	"dudes"	"Ash"	"C"	7		4	0		2	0	"no"		"the agency"	"Delilah Darby-Scorne's Influence is reduced to 0 while she is booted. Reaction: Immediately before another Dude moves from this location, boot Delilah Darby-Scorne to interrogate the Dude. The target Dude may not move out of this location until after Nightfall. If the Dude was in a shootout, the Dude remains at this location but is out of the shootout."
"Rex Handlen"	"dudes"	"Ash"	"U"	9		3	0		1	2	"no"		"texas rangers"	"Rex is a Stud while he is in the Town Square."
"The Snitch"	"dudes"	"Ash"	"C"	"A"		3	1		0	1	"no"		"law dogs"	"Noon: Pay 2 ghost rock to target a Dude. The Dude is Wanted until after Nightfall."
"Freddy Fast-Hands"	"dudes"	"Ash"	"R"	9		5	0		1	2	"yes"		"maze rats"	"Experienced. You may not attach a Weapon to Freddy from your Play hand or from another one of your Dudes. Shootout: Target a Weapon in the opposing posse. Attach the Weapon to Freddy. The Weapon is discarded (to its owner's discard pile) when the shootout ends."
"The Crucible"	"dudes"	"Ash"	"U"	10		7	1		2	2	"no"		"the agency"	"Blessed: 2 Noon: Target a Mystical Goods in this or an adjacent location. If the Goods is attached to a Dude with a lower value than The Crucible, discard the Goods."
"Lord Ripley Scorne"	"dudes"	"Ash"	"C"	6		4	0		2	1	"no"		"the agency"	"Lord Ripley Scorne is a Stud when he has a Derringer ready."
"Jonah Wheeler"	"dudes"	"Ash"	"U"	4		4	0		1	2	"no"		"drifter"	"Shootout: Target a Spell attached to a Dude in the opposing posse. The Spell is discarded and Jonah Wheeler is a Stud until the end of the shootout."
"Vance Donovan"	"dudes"	"Ash"	"R"	"J"		7	1		2	2	"no"		"sweetrock"	"Noon: If Vance Donovan began this turn in the Town Square and is currently in the Town Square, gain 3 ghost rock."
"Doctor Duvalier"	"dudes"	"E4E"	"R"	6		6	1		2	1	"no"		"sweetrock"	"Experienced. Huckster: 2"
"Oswald Hardinger"	"dudes"	"E4E"	"R"	"K"		9	2		2	1	"yes"		"collegium"	"Experienced. Mad Scientist: 5 Oswald may not move out of town. Oswald does not need to boot to create Gadgets with a Value less than his Mad Scientist skill. Noon: Move Oswald to an in town location."
"Bites the Hand"	"dudes"	"E4E"	"C"	"A"		3	0		0	2	"yes"		"sioux union"	"Bites the Hand may not attach Goods cards that can only be attached to Sioux Dudes."
"Sheriff Syn"	"dudes"	"E4E"	"C"	10		7	1		2	3	"no"		"lost angels"	"Huckster: 0 Reaction: Boot Sheriff Syn to cancel a Shootout Action card played during a shootout she is in."
"Father Terrance"	"dudes"	"E4E"	"R"	7		6	0		1	1	"yes"		"texas rangers"	"Experienced. Blessed: 1 Reaction: Use when you bring a Blessed into play with a higher Blessed skill than Father Terrance. Boot Father Terrance to get any 3 cards from your deck. Shuffle your deck, then place those 3 cards on top of your deck in any order."
"Jack Whateley"	"dudes"	"E4E"	"U"	7		8	1		2	0	"yes"		"whateleys"	"Reaction: Boot Jack immediately before Nightfall to target another player's Dude who is alone at an in-town location. Jack moves to that location and calls the Dude out to a shootout that cannot be refused. Jack gains a +2 Bullet bonus until after Nightfall."
"William Rose"	"dudes"	"E4E"	"C"	5		2	0		0	1	"no"		"blackjacks"	"Non-Unique William gains a +2 Bullet bonus while he is Wanted."
"Darren Titus"	"dudes"	"E4E"	"U"	"J"		6	1		1	2	"no"		"blackjacks"	"Experienced. Darren's Influence cannot be greater than 1 while at home. Noon: Give Darren an Influence bonus up to the number of your Dudes in this location. Darren's Upkeep cost is increased by an equal amount. The Influence bonus lasts until after Nightfall this turn, and the increased Upkeep cost lasts until after Nightfall next turn."
"Perdition"	"dudes"	"E4E"	"R"	"Q"		10	2		2	3	"yes"		"lost angels"	"Abomination. Blessed Dudes in a posse with Perdition have a +1 Bullet bonus and a +1 Blessed skill."
"Deputy Tophet"	"dudes"	"E4E"	"C"	5		5	0		1	1	"yes"		"lost angels"	"Noon: Target a Dude with a Spell or Mystical Goods card attached. That Dude becomes Wanted until after Nightfall."
"Moloch"	"dudes"	"E4E"	"C"	8		5	1		1	3	"yes"		"lost angels"	"Abomination"
